Property_Type,Location,Lat-Lon,Price_USD,Area_sqm,Bedrooms,Bathrooms,Year_Built,Parking_Spaces
Apartment,"Gondar, Arada, Zone 6","12.495667,37.492587","$230,749",312,4,4.0,,0.0
Condominium,"Assosa, Sherkole, District 2",Lon: 34.5310 / Lat: 10.0727,"$72,807",230,zero,0.0,1984.0,0.0
Condominium,"Gambella, Newland, Zone 4","8.226846,34.573991","$131,766",477 sqm,4,3.0,1989.0,3.0
Villa,"Dire Dawa, Goro, Sector 1","9.614142,41.842973","$232,853",267,2,0.0,1980.0,0.0
Villa,"Dire Dawa, Goro, Sector 3","9.566909,41.831393","$407,350",414,2,,2024.0,4.0
Condominium,"Assosa, Sherkole, District 1","10.109305,34.532585","$104,338",315,2,,2017.0,2.0
Apartment,"Jimma, Hermata, Area 14","(7.63319, 36.85786)",125578,300 sqm,1,1.0,1991.0,0.0
Villa,"Jimma, Hermata, Area 8","7.574334,36.865919","$259,588",324 sqm,1,1.0,,0.0
Apartment,"Assosa, Sherkole, District 2","10.131495,34.442467",91043,207,1,1.0,2008.0,0.0
Apartment,"Gambella, Tier-kidi, Block 1","8.224526,34.495386","$162,556",439,1,1.0,1999.0,2.0
Condominium,"Adama, Dabe, Kebele 10",Lon: 39.2981 / Lat: 8.6178,239655,445,3,3.0,2024.0,2.0
Apartment,"Adama, Goro, Rural Kebele 24",,203927,203,1,1.0,2018.0,
Villa,"Harar, Jugol, Gate 2","9.294532,42.143782",336186,419,2,1.0,,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 1","(13.43969, 39.52468)",69979,229,zero,0.0,1976.0,0.0
Villa,"Addis Ababa, Lideta, Zone 2","(9.02778, 38.77794)","$411,933",309,2,2.0,1971.0,1.0
Apartment,"Harar, Abadir, Zone 5","9.262687,42.177113","$176,529",420,2,2.0,2009.0,1.0
Apartment,"Mekelle, Hadnet, Admin Unit 5","13.514068,39.449103","$135,515",263,zero,0.0,1983.0,0.0
Apartment,"Gondar, Maraki, Community Block E","12.540695,37.466776",298266,495,3,3.0,1999.0,1.0
Condominium,"Assosa, Menge, Village Unit 5","10.021321,34.501890",99406,376,2,3.0,1976.0,0.0
Apartment,"Adama, Goro, Rural Kebele 25","8.531172,39.232047","$271,942",403 sqm,3,3.0,2004.0,2.0
Apartment,"Gambella, Newland, Zone 2","8.167672,34.628126","$122,146",264,1,1.0,1996.0,0.0
Condominium,"Dire Dawa, Kezira, Kebele 9","9.625949,41.801570","$174,317",424 sqm,3,2.0,2020.0,3.0
Condominium,"Gondar, Fasiledes, Kebele 2","12.572397,37.500381","$87,208",150,zero,0.0,1969.0,0.0
Villa,"Gondar, Maraki, Community Block E","12.596764,37.389384","$402,446",336,2,3.0,2012.0,2.0
Condominium,"Bahir Dar, Gish Abay, Sector 1","11.651870,37.399246",145835,302,1,1.0,1996.0,0.0
Apartment,"Adama, Goro, Rural Kebele 27","8.501006,39.253565","$252,879",438 sqm,4,4.0,1985.0,2.0
Condominium,"Mekelle, Kedamay Weyane, Community 2","13.444212,39.569590",166555,328 sqm,1,0.0,1991.0,0.0
Apartment,"Bahir Dar, Meshenti, Village 5",Lon: 37.2913 / Lat: 11.5476,192452,277,zero,0.0,2020.0,2.0
Condominium,"Adama, Boku, Ganda 10","8.561718,39.315949",217176,391,3,3.0,,
Apartment,"Jimma, Hermata, Area 14","7.622606,36.794515",163764,360 sqm,2,3.0,2000.0,2.0
Apartment,"Dire Dawa, Kezira, Kebele 7","(9.53195, 41.92640)",290737,471,3,3.0,2010.0,
Condominium,"Jimma, Hermata, Area 11","(7.62317, 36.86079)",84467,212,zero,0.0,1987.0,
Villa,"Assosa, Menge, Village Unit 4","10.152234,34.527948",228933,339 sqm,2,2.0,2000.0,2.0
Condominium,"Harar, Amir-Nur, Block 19",,156712,343 sqm,2,1.0,2006.0,0.0
Apartment,"Dire Dawa, Kezira, Kebele 6","9.616832,41.858985",169315,192 sqm,2,1.0,1981.0,0.0
Condominium,"Adama, Boku, Ganda 10",,360098,500,3,3.0,2023.0,3.0
Villa,"Addis Ababa, Kirkos, Kebele 05","9.074895,38.746522","$292,203",310,2,1.0,1960.0,0.0
Condominium,"Assosa, Sherkole, District 3","10.010517,34.574112","$111,309",322,zero,1.0,2020.0,1.0
Villa,"Bahir Dar, Gish Abay, Sector 2","11.494674,37.339399",511975,471 sqm,2,1.0,2024.0,1.0
Condominium,"Gambella, Tier-kidi, Block 7","8.260945,34.577140",70211,212,1,1.0,1978.0,0.0
Villa,"Harar, Amir-Nur, Block 13","9.207935,42.050645","$213,951",284 sqm,2,,2001.0,1.0
Villa,"Assosa, Sherkole, District 3","10.084188,34.460490",185336,263,1,1.0,2015.0,0.0
Villa,"Jimma, Hermata, Area 7",Lon: 36.8397 / Lat: 7.6720,202556,285,2,1.0,1980.0,0.0
Apartment,"Gondar, Fasiledes, Kebele 9","12.456608,37.498895",202181,349,1,1.0,1995.0,0.0
Condominium,"Gambella, Tier-kidi, Block 7","(8.16435, 34.53702)","$151,468",395,1,1.0,2002.0,0.0
Apartment,"Gambella, Newland, Zone 2","(8.21419, 34.53827)","$156,861",322,2,3.0,2008.0,0.0
Apartment,"Gondar, Arada, Zone 11","12.513295,37.474406","$242,109",302,2,2.0,1974.0,1.0
Apartment,"Gambella, Newland, Zone 3","(8.21298, 34.56355)",131908,262 sqm,zero,0.0,2024.0,1.0
Villa,"Mekelle, Hadnet, Admin Unit 1","(13.56141, 39.52679)","$174,009",226 sqm,zero,1.0,,0.0
Villa,"Addis Ababa, Lideta, Zone 6","9.043618,38.765232","$375,172",216,1,1.0,1979.0,0.0
Apartment,"Harar, Jugol, Gate 2","9.278132,42.089948","$157,209",433 sqm,3,3.0,1963.0,1.0
Apartment,"Bahir Dar, Meshenti, Village 4","11.600584,37.368940",95950,150,zero,0.0,1970.0,0.0
Condominium,"Jimma, Jiren, Kebele 10","7.681824,36.787378",105832,298 sqm,1,0.0,1997.0,0.0
Apartment,"Gondar, Maraki, Community Block C","(12.67937, 37.43867)",177567,306,1,0.0,1977.0,0.0
Apartment,"Addis Ababa, Lideta, Zone 7",Lon: 38.9354 / Lat: 9.0383,233633,240 sqm,zero,0.0,2007.0,0.0
Condominium,"Assosa, Sherkole, District 1",Lon: 34.5043 / Lat: 10.0612,115949,379 sqm,1,1.0,2009.0,0.0
Villa,"Harar, Abadir, Zone 6",Lon: 42.2190 / Lat: 9.4004,"$253,515",346 sqm,1,2.0,,0.0
Villa,"Harar, Abadir, Zone 2","(9.30860, 42.14258)",305597,383,3,,1994.0,1.0
Villa,"Gambella, Newland, Zone 3",Lon: 34.6766 / Lat: 8.2695,"$184,776",252,zero,0.0,2014.0,0.0
Villa,"Gambella, Tier-kidi, Block 2","8.294550,34.657129",240936,426,2,2.0,2024.0,1.0
Apartment,"Addis Ababa, Bole, Kebele 08","(9.07946, 38.68580)",369821,268,3,3.0,1989.0,0.0
Condominium,"Dire Dawa, Goro, Sector 5","9.609381,41.829053",110650,226 sqm,zero,1.0,1985.0,1.0
Villa,"Mekelle, Hadnet, Admin Unit 4","(13.39944, 39.56394)","$229,588",359 sqm,zero,0.0,1983.0,0.0
Villa,"Addis Ababa, Lideta, Zone 1","8.993753,38.813955",686588,468,2,,1990.0,3.0
Apartment,"Bahir Dar, Gish Abay, Sector 5","(11.57701, 37.41722)","$253,452",367 sqm,zero,0.0,2009.0,
Villa,"Gondar, Fasiledes, Kebele 9","(12.55176, 37.41710)",423788,430,3,3.0,2005.0,2.0
Villa,"Gambella, Tier-kidi, Block 2",,"$236,781",318 sqm,1,1.0,1995.0,1.0
Condominium,"Gambella, Newland, Zone 3","(8.27477, 34.55816)",62547,251,1,0.0,1962.0,0.0
Villa,"Bahir Dar, Meshenti, Village 11",Lon: 37.3764 / Lat: 11.5546,205077,270,1,1.0,1964.0,0.0
Villa,"Mekelle, Hawelti, Kebele 1","(13.49572, 39.50707)","$277,472",328,2,2.0,1979.0,0.0
Condominium,"Addis Ababa, Kirkos, Kebele 06","(9.05250, 38.72856)",331468,384 sqm,2,1.0,1998.0,0.0
Condominium,"Adama, Boku, Ganda 10",,142321,256,zero,0.0,1988.0,0.0
Villa,"Assosa, Sherkole, District 5",Lon: 34.5457 / Lat: 9.9603,"$246,313",407 sqm,3,,2001.0,1.0
Villa,"Addis Ababa, Kirkos, Kebele 05","9.007869,38.704736",513069,392,3,2.0,1969.0,0.0
Villa,"Addis Ababa, Bole, Kebele 08","(8.98286, 38.78858)","$387,981",281 sqm,zero,0.0,2004.0,0.0
Apartment,"Adama, Dabe, Kebele 6","(8.58677, 39.22270)",305381,494 sqm,3,4.0,1985.0,2.0
Villa,"Addis Ababa, Bole, Kebele 03","9.014029,38.825944","$356,404",209 sqm,1,1.0,1979.0,0.0
Apartment,"Gambella, Newland, Zone 3","8.244798,34.673290",137231,374,2,1.0,2004.0,0.0
Apartment,"Gondar, Arada, Zone 7","12.601235,37.585261","$189,571",364,2,1.0,1997.0,0.0
Apartment,"Jimma, Jiren, Kebele 8","(7.70632, 36.89172)","$140,573",314,zero,,1999.0,0.0
Villa,"Jimma, Hermata, Area 13","7.584665,36.860119",304480,400,2,1.0,2006.0,0.0
Villa,"Mekelle, Hadnet, Admin Unit 2","13.501668,39.458216","$192,352",246,2,2.0,1982.0,0.0
Villa,"Gondar, Maraki, Community Block A","(12.60632, 37.52215)","$352,158",345 sqm,2,2.0,1994.0,0.0
Apartment,"Harar, Abadir, Zone 8","(9.36169, 42.04807)",114583,239,zero,0.0,1999.0,0.0
Condominium,"Assosa, Sherkole, District 1","10.133756,34.534737","$98,061",290,1,1.0,2011.0,
Apartment,"Assosa, Sherkole, District 2",Lon: 34.5750 / Lat: 10.0035,114126,246,1,1.0,2013.0,0.0
Villa,"Dire Dawa, Goro, Sector 3","9.600999,41.832720",314497,426,2,3.0,1990.0,3.0
Apartment,"Gondar, Arada, Zone 11",Lon: 37.4245 / Lat: 12.6337,"$294,955",388,3,3.0,1995.0,2.0
Apartment,"Gondar, Fasiledes, Kebele 3",Lon: 37.5177 / Lat: 12.5838,202648,307,zero,0.0,2011.0,0.0
Villa,"Harar, Jugol, Gate 3","9.398092,42.092194",425203,472,4,4.0,2004.0,4.0
Villa,"Addis Ababa, Arada, Woreda 06 Admin","8.970087,38.710597",430331,249,1,1.0,1990.0,2.0
Condominium,"Gambella, Newland, Zone 3","8.213631,34.616751",135184,378 sqm,2,2.0,1983.0,2.0
Condominium,"Dire Dawa, Kezira, Kebele 7","9.602207,41.883806",224226,417,3,4.0,,4.0
Villa,"Harar, Amir-Nur, Block 11","9.375208,42.167372",240118,280,1,2.0,2008.0,3.0
Apartment,"Gondar, Arada, Zone 8","12.616133,37.466335",177701,268,zero,0.0,2004.0,1.0
Condominium,"Addis Ababa, Arada, Woreda 03 Admin",Lon: 38.7262 / Lat: 8.9983,126149,150,zero,0.0,1982.0,1.0
Apartment,"Assosa, Sherkole, District 4","10.085475,34.469121","$107,758",233,zero,1.0,2006.0,0.0
Villa,"Assosa, Menge, Village Unit 2",Lon: 34.6086 / Lat: 10.0512,140400,259,2,1.0,,0.0
Apartment,"Bahir Dar, Tana, Kebele 10","(11.54482, 37.40096)",305272,415,3,3.0,2024.0,3.0
Apartment,"Jimma, Hermata, Area 11","7.656388,36.734887",184335,382,2,2.0,2000.0,3.0
Condominium,"Assosa, Sherkole, District 1","10.066390,34.506732",103701,270,1,1.0,1990.0,2.0
Apartment,"Gondar, Maraki, Community Block B",,362549,433,2,2.0,2019.0,2.0
Condominium,"Gondar, Maraki, Community Block A","12.628239,37.490566","$195,823",346,1,0.0,1995.0,1.0
Condominium,"Assosa, Menge, Village Unit 9",Lon: 34.4970 / Lat: 9.9773,68189,245,1,0.0,1976.0,0.0
Villa,"Assosa, Menge, Village Unit 2",Lon: 34.4967 / Lat: 10.0272,215479,397 sqm,2,2.0,1983.0,0.0
Villa,"Adama, Boku, Ganda 1","(8.49473, 39.31069)",416837,379,zero,0.0,2024.0,0.0
Villa,"Harar, Amir-Nur, Block 12",Lon: 42.1383 / Lat: 9.3655,291349,384,2,3.0,1975.0,0.0
Apartment,"Mekelle, Hadnet, Admin Unit 5","13.504429,39.594598",127485,256,zero,0.0,1960.0,0.0
Apartment,"Gambella, Newland, Zone 4","8.279463,34.551999",111652,299,zero,0.0,1998.0,2.0
Condominium,"Adama, Boku, Ganda 7","(8.54780, 39.25176)",198957,341,1,2.0,2012.0,2.0
Condominium,"Assosa, Menge, Village Unit 7","10.064782,34.460639",135350,458 sqm,2,2.0,1997.0,2.0
Apartment,"Gondar, Fasiledes, Kebele 8",,210240,310,2,2.0,1970.0,0.0
Apartment,"Jimma, Jiren, Kebele 12","7.641515,36.786819",246427,465,3,3.0,2009.0,3.0
Apartment,"Gondar, Maraki, Community Block C",,"$229,792",224,1,2.0,2004.0,2.0
Villa,"Gambella, Newland, Zone 2","8.238422,34.509961",286061,386 sqm,2,2.0,2013.0,1.0
Condominium,"Mekelle, Hadnet, Admin Unit 9","13.476942,39.515865",168837,393,2,1.0,2024.0,1.0
Condominium,"Gambella, Newland, Zone 4","8.216819,34.590833",113466,282,1,2.0,1986.0,0.0
Apartment,"Bahir Dar, Meshenti, Village 7","(11.51590, 37.30017)",198447,290,2,3.0,1977.0,1.0
Apartment,"Gondar, Arada, Zone 11",,"$139,869",205 sqm,zero,0.0,1986.0,0.0
Apartment,"Harar, Amir-Nur, Block 19","9.276881,42.042515",142666,272,1,2.0,1960.0,0.0
Condominium,"Bahir Dar, Meshenti, Village 3","11.604533,37.311732",127373,190,1,1.0,1989.0,0.0
Villa,"Harar, Jugol, Gate 3","(9.26104, 42.06596)",117256,249,zero,0.0,1968.0,0.0
Condominium,"Bahir Dar, Gish Abay, Sector 7",Lon: 37.3521 / Lat: 11.5816,113418,210,1,1.0,1974.0,0.0
Villa,"Adama, Boku, Ganda 1","(8.52191, 39.28168)",347802,459,2,0.0,1993.0,0.0
Villa,"Mekelle, Hawelti, Kebele 2",Lon: 39.4905 / Lat: 13.4241,92977,150,zero,0.0,1960.0,0.0
Villa,"Jimma, Hermata, Area 10",Lon: 36.8109 / Lat: 7.6739,255299,383 sqm,2,2.0,2007.0,0.0
Villa,"Dire Dawa, Kezira, Kebele 2","9.632056,41.982749",206595,221,2,3.0,1971.0,0.0
Villa,"Gambella, Tier-kidi, Block 2",Lon: 34.5608 / Lat: 8.1660,161496,301,1,1.0,1982.0,0.0
Apartment,"Harar, Jugol, Gate 5","9.300863,42.095859","$181,461",397,2,1.0,1971.0,0.0
Villa,"Assosa, Menge, Village Unit 6","10.097806,34.475940","$150,457",330 sqm,2,,1990.0,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 2","13.435796,39.524148","$106,504",248,1,1.0,1985.0,0.0
Villa,"Addis Ababa, Kirkos, Kebele 04","9.157067,38.866639",565076,374,2,1.0,1975.0,0.0
Villa,"Mekelle, Hadnet, Admin Unit 6",Lon: 39.4750 / Lat: 13.6189,257416,338,2,2.0,1960.0,0.0
Villa,"Harar, Jugol, Gate 2","(9.37130, 42.04459)",333530,466,2,3.0,2014.0,3.0
Condominium,"Mekelle, Hawelti, Kebele 1","13.515245,39.496548","$182,582",332 sqm,2,1.0,1997.0,0.0
Condominium,"Gambella, Newland, Zone 2","(8.21015, 34.57178)",85401,299 sqm,1,1.0,1980.0,
Apartment,"Assosa, Sherkole, District 3",Lon: 34.5285 / Lat: 10.0294,197979,500,3,3.0,1977.0,1.0
Apartment,"Dire Dawa, Goro, Sector 4",Lon: 41.9030 / Lat: 9.6319,255856,419,3,3.0,2007.0,1.0
Villa,"Gambella, Tier-kidi, Block 1","8.211792,34.687832","$136,176",290,zero,1.0,1965.0,0.0
Apartment,"Harar, Jugol, Gate 3",Lon: 42.1001 / Lat: 9.2998,175827,422 sqm,2,0.0,,0.0
Apartment,"Adama, Goro, Rural Kebele 25","(8.51138, 39.28484)",208513,353 sqm,zero,0.0,2012.0,0.0
Apartment,"Dire Dawa, Goro, Sector 10","9.548429,41.853512","$146,075",265,2,1.0,1984.0,0.0
Apartment,"Jimma, Jiren, Kebele 3","7.649277,36.872055","$252,267",443,3,2.0,2010.0,2.0
Condominium,"Assosa, Menge, Village Unit 2","(10.03922, 34.47407)",115527,322 sqm,2,3.0,1976.0,1.0
Villa,"Mekelle, Kedamay Weyane, Community 1","13.521934,39.434259","$462,067",482,4,5.0,2019.0,2.0
Apartment,"Adama, Dabe, Kebele 13","8.541246,39.267301",141030,220,1,2.0,1960.0,0.0
Villa,"Gambella, Tier-kidi, Block 5","8.234655,34.587872","$178,295",308 sqm,2,2.0,,
Condominium,"Assosa, Sherkole, District 2",Lon: 34.6600 / Lat: 9.9409,"$100,247",306,2,2.0,2005.0,0.0
Condominium,"Gambella, Newland, Zone 2","8.190622,34.524570",96271,320 sqm,1,1.0,1993.0,0.0
Condominium,"Bahir Dar, Meshenti, Village 11","11.585451,37.362100",279102,474,3,3.0,2020.0,2.0
Apartment,"Harar, Abadir, Zone 2","9.320431,42.081908",127780,323,1,1.0,1969.0,0.0
Condominium,"Jimma, Hermata, Area 14","7.645282,36.779424",154006,333 sqm,1,2.0,2018.0,2.0
Villa,"Gondar, Arada, Zone 7","12.637563,37.417132",278949,211,1,1.0,2012.0,0.0
Apartment,"Mekelle, Kedamay Weyane, Community 6","13.583464,39.456146",275940,399,3,3.0,1985.0,0.0
Villa,"Addis Ababa, Kirkos, Kebele 03","9.012047,38.754944",220557,282,zero,0.0,,0.0
Condominium,"Gondar, Fasiledes, Kebele 1","12.564947,37.511603",141004,261 sqm,zero,1.0,,1.0
Condominium,"Gambella, Tier-kidi, Block 3","(8.14744, 34.56287)","$178,423",456,3,3.0,2010.0,1.0
Villa,"Jimma, Jiren, Kebele 8","(7.75235, 36.84631)","$226,360",343 sqm,2,2.0,1987.0,2.0
Condominium,"Adama, Goro, Rural Kebele 24","8.550245,39.253823","$69,888",169,zero,0.0,1976.0,0.0
Villa,"Assosa, Menge, Village Unit 5","10.070082,34.386425","$255,155",418,3,4.0,1994.0,3.0
Apartment,"Gambella, Tier-kidi, Block 2","(8.30690, 34.60069)",141325,310,1,2.0,1991.0,0.0
Condominium,"Bahir Dar, Meshenti, Village 10",Lon: 37.2746 / Lat: 11.6209,"$254,418",412 sqm,3,2.0,1983.0,2.0
Condominium,"Gambella, Newland, Zone 1","8.342547,34.510567",66911,150,1,2.0,1960.0,0.0
Villa,"Assosa, Menge, Village Unit 7","10.024664,34.406024","$162,831",252 sqm,2,2.0,1966.0,0.0
Villa,"Addis Ababa, Lideta, Zone 3","(9.01635, 38.65427)",606002,420,3,3.0,2012.0,2.0
Condominium,"Assosa, Sherkole, District 5","10.040076,34.562894",140998,425,3,3.0,2012.0,5.0
Condominium,"Addis Ababa, Kirkos, Kebele 04","8.963104,38.719146","$150,979",196 sqm,zero,0.0,1975.0,0.0
Condominium,"Gambella, Tier-kidi, Block 6","8.268373,34.556386","$76,276",222,zero,0.0,1989.0,0.0
Apartment,"Bahir Dar, Meshenti, Village 6","11.579407,37.290852",170254,221,zero,0.0,1997.0,0.0
Condominium,"Gambella, Tier-kidi, Block 3","8.216761,34.520071","$124,504",346,1,0.0,2024.0,0.0
Apartment,"Adama, Dabe, Kebele 10","(8.49938, 39.25364)",315759,405 sqm,3,3.0,2004.0,3.0
Villa,"Gambella, Tier-kidi, Block 6","8.257961,34.547184",223204,320,2,1.0,2010.0,1.0
Condominium,"Mekelle, Hadnet, Admin Unit 8","13.475634,39.509287",135039,281 sqm,2,2.0,1974.0,0.0
Apartment,"Gambella, Tier-kidi, Block 1","8.252048,34.659025","$76,472",202,zero,0.0,1981.0,0.0
Condominium,"Gambella, Newland, Zone 4",Lon: 34.6038 / Lat: 8.2523,"$183,166",437,2,1.0,2014.0,1.0
Condominium,"Adama, Boku, Ganda 1","(8.53313, 39.25325)",294448,500,3,3.0,2024.0,3.0
Villa,"Gondar, Fasiledes, Kebele 6","12.662806,37.391689",382523,336,2,3.0,1985.0,3.0
Apartment,"Jimma, Hermata, Area 6",,182765,311 sqm,2,1.0,1991.0,0.0
Condominium,"Gondar, Arada, Zone 3","12.572686,37.359193",200570,353,2,1.0,1987.0,0.0
Condominium,"Addis Ababa, Lideta, Zone 5","9.051229,38.754469",297344,335,2,3.0,2012.0,1.0
Condominium,"Adama, Dabe, Kebele 10","(8.57669, 39.31161)",144924,280,1,0.0,2004.0,0.0
Apartment,"Jimma, Hermata, Area 9",Lon: 36.8414 / Lat: 7.5855,156517,288,2,1.0,1994.0,1.0
Villa,"Gondar, Fasiledes, Kebele 9","12.638479,37.422201",384866,330,2,2.0,2020.0,2.0
Villa,"Mekelle, Hawelti, Kebele 7","13.455237,39.485048",320063,418,3,2.0,2006.0,2.0
Condominium,"Addis Ababa, Kirkos, Kebele 08","8.996318,38.689184",372576,447,2,2.0,2024.0,2.0
Apartment,"Gambella, Newland, Zone 3","8.252750,34.662071",79617,254,1,0.0,1973.0,0.0
Apartment,"Bahir Dar, Gish Abay, Sector 1","11.533752,37.446888",89765,151,zero,0.0,1969.0,0.0
Villa,"Harar, Abadir, Zone 4",Lon: 42.1013 / Lat: 9.3928,338322,465,3,3.0,1995.0,2.0
Condominium,"Gambella, Tier-kidi, Block 6","8.233047,34.513565",127948,380,1,0.0,1997.0,
Condominium,"Assosa, Sherkole, District 2","(10.14540, 34.51390)",108927,407,1,1.0,1999.0,0.0
Condominium,"Adama, Goro, Rural Kebele 25","8.533749,39.258157",160953,308,zero,0.0,1997.0,0.0
Apartment,"Dire Dawa, Goro, Sector 3",,"$111,216",170 sqm,zero,0.0,1968.0,0.0
Condominium,"Gambella, Tier-kidi, Block 5","(8.23518, 34.58175)",95606,342,1,1.0,1977.0,0.0
Apartment,"Mekelle, Hadnet, Admin Unit 8",Lon: 39.4436 / Lat: 13.4899,145540,248,zero,0.0,1986.0,0.0
Condominium,"Gondar, Maraki, Community Block A","12.549914,37.533699",221528,381,2,1.0,2017.0,1.0
Villa,"Bahir Dar, Gish Abay, Sector 9",Lon: 37.4055 / Lat: 11.6169,"$381,930",372,2,2.0,1974.0,1.0
Condominium,"Adama, Goro, Rural Kebele 27","8.542971,39.273060","$135,432",323 sqm,1,1.0,2001.0,1.0
Condominium,"Adama, Boku, Ganda 3","8.498539,39.186574",172726,257,zero,1.0,1989.0,0.0
Villa,"Jimma, Jiren, Kebele 14","7.703271,36.841214",220038,398 sqm,2,1.0,1968.0,0.0
Apartment,"Addis Ababa, Kirkos, Kebele 03","8.960681,38.710298","$364,401",373 sqm,2,2.0,2007.0,1.0
Villa,"Jimma, Jiren, Kebele 3","7.610272,36.930032","$376,483",449,3,4.0,2024.0,3.0
Apartment,"Dire Dawa, Goro, Sector 10",Lon: 41.8552 / Lat: 9.5773,209690,409 sqm,4,3.0,,0.0
Condominium,"Assosa, Sherkole, District 3","10.097861,34.541196",147417,500,4,,2014.0,2.0
Villa,"Adama, Dabe, Kebele 10","8.551747,39.251222",324751,361,1,2.0,1998.0,1.0
Villa,"Dire Dawa, Kezira, Kebele 8","(9.64911, 41.85241)",507259,500,3,,2024.0,3.0
Condominium,"Adama, Boku, Ganda 8","8.553637,39.278560","$209,235",359,2,2.0,,2.0
Apartment,"Bahir Dar, Tana, Kebele 5",,91254,232,zero,0.0,1960.0,0.0
Condominium,"Jimma, Jiren, Kebele 3","7.664409,36.789848",119251,332 sqm,2,1.0,1995.0,0.0
Apartment,"Mekelle, Hawelti, Kebele 12",Lon: 39.4320 / Lat: 13.4869,260776,408,3,3.0,1993.0,2.0
Apartment,"Gondar, Fasiledes, Kebele 4","12.629548,37.485918","$350,192",431,3,4.0,2013.0,2.0
Villa,"Bahir Dar, Gish Abay, Sector 5","(11.57845, 37.37183)",157500,150,zero,0.0,1978.0,0.0
Villa,"Harar, Jugol, Gate 2","9.351286,42.080805","$263,109",261,1,1.0,1994.0,2.0
Villa,"Gondar, Arada, Zone 7",Lon: 37.5059 / Lat: 12.6140,284606,329 sqm,1,1.0,1982.0,0.0
Condominium,"Gondar, Arada, Zone 1","(12.55724, 37.50962)",269489,481 sqm,3,4.0,1986.0,2.0
Villa,"Jimma, Hermata, Area 7","7.656259,36.775498","$292,793",387,2,2.0,2015.0,4.0
Villa,"Adama, Goro, Rural Kebele 27","8.632636,39.230715",231910,266 sqm,zero,0.0,1991.0,0.0
Condominium,"Jimma, Hermata, Area 13","7.606457,36.860221","$136,728",362 sqm,2,,2003.0,1.0
Apartment,"Adama, Dabe, Kebele 11","(8.50606, 39.26180)",155451,313,1,0.0,1997.0,0.0
Villa,"Dire Dawa, Kezira, Kebele 6","9.486206,41.827338",268142,292,2,2.0,1975.0,0.0
Villa,"Gambella, Newland, Zone 1","8.130784,34.614339",166741,302,2,2.0,1983.0,2.0
Apartment,"Addis Ababa, Bole, Kebele 08","8.985162,38.688780",463806,395 sqm,2,,1992.0,2.0
Villa,"Jimma, Hermata, Area 14","7.637111,36.815000",234837,371 sqm,3,2.0,1989.0,1.0
Apartment,"Addis Ababa, Lideta, Zone 7","9.012543,38.792419",229948,216,zero,0.0,1978.0,0.0
Condominium,"Gambella, Newland, Zone 3","8.228228,34.649598","$103,514",260 sqm,1,2.0,1987.0,1.0
Villa,"Bahir Dar, Gish Abay, Sector 7","(11.60837, 37.37166)",408817,399,1,,1985.0,2.0
Apartment,"Jimma, Hermata, Area 8","7.638242,36.839252",140178,328 sqm,2,2.0,1994.0,0.0
Condominium,"Harar, Abadir, Zone 3","9.299402,42.130751",121657,312 sqm,2,2.0,1982.0,0.0
Apartment,"Gondar, Maraki, Community Block D","(12.62289, 37.47963)",272208,291,2,3.0,,2.0
Condominium,"Mekelle, Hadnet, Admin Unit 5","(13.47531, 39.51993)",218295,462 sqm,3,2.0,1995.0,1.0
Condominium,"Gambella, Newland, Zone 3","8.214056,34.558117",111574,336 sqm,zero,0.0,2024.0,0.0
Villa,"Assosa, Sherkole, District 1",Lon: 34.5363 / Lat: 10.0426,"$120,159",150 sqm,zero,0.0,2006.0,0.0
Villa,"Gondar, Arada, Zone 7","12.631249,37.416227","$431,423",378 sqm,2,3.0,1997.0,1.0
Apartment,"Bahir Dar, Gish Abay, Sector 7","11.604687,37.407352",159215,271,1,,1967.0,
Villa,"Bahir Dar, Meshenti, Village 1","11.624270,37.426496",281248,341 sqm,1,0.0,1960.0,
Villa,"Harar, Jugol, Gate 3","9.303285,42.091453","$318,359",406,3,3.0,2005.0,2.0
Condominium,"Gondar, Arada, Zone 4","12.589272,37.439917","$138,240",218,zero,0.0,2000.0,0.0
Apartment,"Gambella, Tier-kidi, Block 7","8.349471,34.550699",129968,367 sqm,4,3.0,1960.0,0.0
Apartment,"Gondar, Fasiledes, Kebele 3","12.609089,37.478231",220819,338,2,2.0,2003.0,1.0
Apartment,"Jimma, Jiren, Kebele 11","7.676609,36.900878",151869,376 sqm,2,2.0,1994.0,2.0
Apartment,"Harar, Abadir, Zone 2",,60781,157 sqm,zero,0.0,1960.0,0.0
Condominium,"Harar, Amir-Nur, Block 13","(9.23551, 42.11236)",165450,353,2,2.0,1995.0,0.0
Condominium,"Addis Ababa, Arada, Woreda 10 Admin","(8.97919, 38.59784)",271395,313 sqm,2,2.0,1989.0,0.0
Villa,"Gondar, Maraki, Community Block C","(12.61114, 37.43329)","$183,923",229,zero,0.0,1969.0,0.0
Villa,"Addis Ababa, Kirkos, Kebele 01",Lon: 38.8471 / Lat: 9.0060,"$648,198",438,2,1.0,2009.0,2.0
Apartment,"Gambella, Newland, Zone 2","8.326979,34.523582","$134,774",320 sqm,2,1.0,1994.0,0.0
Apartment,"Jimma, Jiren, Kebele 5",Lon: 36.8747 / Lat: 7.6142,151632,361,3,2.0,1970.0,0.0
